pid,label,order,layout,collection,thumbnail,full,manifest
b6_4_r,Pianta in piano della città di Fano,0,wax_item,demo,"/img/derivatives/iiif/images/b6_4_r/full/250,/0/default.jpg","/img/derivatives/iiif/images/b6_4_r/full/1140,/0/default.jpg",/img/derivatives/iiif/b6_4_r/manifest.json
